AAAS	53715412	1.74429	8.9741	5.359195
AACS	125549912	1.84311	2.4872	2.165155
AAK1	69870977	0.779283	0.539056	0.6591695
AAMP	219134932	1.74765	2.28003	2.01384
AARS2	44281063	0.717647	0.711338	0.7144925
AARSD1	41116515	1.87368	1.49651	1.685095
AASDHPPT	105948291	2.00513	1.94637	1.97575
AATF	35306174	1.8175	1.63291	1.7252049999999999
ABCA2	139922740	0.0183261	2.53407	1.2761980499999999
ABCB10	229694442	0.324442	0.235365	0.27990349999999997
ABCB6	220083712	2.52166	2.04125	2.281455
ABCB7	74376175	0.868266	0.701644	0.7849550000000001
ABCF3	183903862	1.19692	1.03082	1.11387
ABCG2	89080011	8.90411	7.28882	8.096465
ABHD10	111697722	3.09369	2.19337	2.64353
ABHD12B	51338877	0.0629093	0.0302812	0.046595250000000005
ABHD13	108870762	4.19123	1.98911	3.09017
ABHD14A-ACY1	52009041	0.0357746	0.029452	0.0326133
ABHD14B	52008646	0.491262	4.75271	2.621986
ABHD17A	1885518	0.588756	0.536954	0.562855
ABHD2	89631380	4.13086	3.68799	3.909425
ABHD4	23067146	3.91263	4.25402	4.083325
ABI1	27150016	1.09058	1.02489	1.057735
ABT1	26597170	7.08568	15.4502	11.26794
ACAA2	47340251	0.762667	0.600689	0.681678
ACAD11	132378975	0.54613	0.527975	0.5370524999999999
ACAD8	134123433	0.138017	0.88993	0.5139735
ACAD9	128598332	0.939363	0.618989	0.779176
ACADM	76190031	0.891576	1.44874	1.170158
ACADSB	124768428	1.05477	0.739698	0.897234
ACADS	121163540	0.219684	0.132746	0.176215
ACAP1	7239847	0.368048	0.646163	0.5071055
ACAT1	107992257	1.44676	1.25293	1.3498450000000002
ACBD3	226374423	2.01062	1.81722	1.91392
ACO2	41865128	1.11751	0.876944	0.997227
ACOT2	74035762	0.887439	8.91108	4.8992595
ACOX3	8442452	0.760737	0.487695	0.624216
ACRBP	6756580	0.0390623	0.0435268	0.04129455
ACSM6	96953956	0.00747542	0.0306161	0.019045760000000002
ACTA2	90751154	1.12406	0.8771	1.00058
ACTL6A	179280667	5.4809	4.47302	4.97696
ACTN1	69446083	16.2983	12.7263	14.5123
ACTR10	58666832	1.0305	1.27585	1.153175
ACTR1A	104262512	1.15715	1.05109	1.10412
ACTR1B	98280561	0.777678	0.732154	0.7549159999999999
ACTR2	65454828	8.34572	8.30283	8.324275
ACTR3B	152456833	0.469594	0.383822	0.426708
ACTR6	100594554	2.45283	2.39134	2.422085
ACTR8	53916229	1.59408	0.969338	1.281709
ACVR2B	38495789	0.317722	0.165656	0.241689
ACY1	52017299	1.06758	0.0576478	0.5626139
ADAM10	59042177	8.49208	8.04598	8.26903
ADAM20	71001732	0.520411	0.455283	0.487847
ADAT1	75657221	1.42784	1.60385	1.515845
ADCY10	167883464	0.436997	0.291269	0.36413300000000004
ADCY3	25142886	0.268076	0.217629	0.24285249999999997
ADCY9	4166186	0.157812	0.0872944	0.1225532
ADD3	111767693	0.207661	0.365673	0.286667
ADGRA3	22517677	0.849892	0.41218	0.6310359999999999
ADGRE3	14785730	0.00508579	0.632226	0.31865589499999997
ADGRG2	19140755	0.500986	0.586583	0.5437845
ADGRG6	142623055	12.8981	9.81687	11.357485
ADH5	100009939	4.02953	3.06649	3.54801
ADHFE1	67344717	1.17891	0.900871	1.0398904999999998
ADNP2	77866914	2.48443	1.65214	2.068285
ADPGK	73076126	3.35623	2.28633	2.82128
ADPRHL2	36554452	0.78932	0.594557	0.6919385
ADPRM	10600926	1.22796	2.584	1.90598
ADRA1D	4229659	0.0467374	0.690127	0.36843220000000004
ADRM1	60877951	1.53008	1.2946	1.41234
ADSL	40742503	1.37209	1.03974	1.205915
ADSS	244615436	5.59994	5.61048	5.60521
AFAP1L2	116164537	1.20528	1.23595	1.220615
AFF4	132299354	4.95841	3.56033	4.25937
AFG3L2	12377275	0.991265	1.58569	1.2884775
AFTPH	64751438	1.72634	1.29763	1.5119850000000001
AGAP5	75457554	0.370007	0.304562	0.3372845
AGBL3	134671258	0.954685	0.690588	0.8226365
AGFG1	228336887	5.17715	3.98221	4.57968
AGFG2	100136833	1.37256	2.84956	2.11106
AGGF1	76326209	1.89921	1.52662	1.7129150000000002
AGK	141251077	0.993133	0.753949	0.873541
AGL	100315639	2.01788	2.16079	2.089335
AGMAT	15911605	0.026441	0.00325362	0.014847309999999999
AGO3	36396682	0.696458	0.568596	0.6325270000000001
AGPAT5	6565877	2.18143	3.21951	2.70047
AGPS	178257470	7.69945	4.38378	6.041615
AGRN	955502	3.53789	0.884385	2.2111375
AGTPBP1	88356944	0.586393	0.450708	0.5185505
AGTRAP	11796141	0.772311	0.264933	0.5186219999999999
AHRR	304290	0.295945	0.231561	0.263753
AIDA	222885864	0.715468	0.503273	0.6093705
AIFM1	129299861	2.13794	1.71361	1.925775
AIFM2	71892690	2.04558	1.88261	1.964095
AIMP1	107237663	2.4044	1.84877	2.126585
AKAP11	42846288	5.18809	4.49834	4.843215
AKAP12	151646665	3.31929	2.64335	2.98132
AKAP5	64932216	1.01003	1.29813	1.15408
AKAP8L	15529932	1.21169	0.921874	1.066782
AKAP8	15490612	0.385226	0.638222	0.511724
AKIRIN1	39456915	5.58091	4.23004	4.905475
AKIRIN2	88411985	2.34127	2.85815	2.59971
AKR1A1	46016454	0.690313	0.43453	0.5624215
AKR1B15	134233848	0.81481	1.05289	0.9338500000000001
AKR1C4	5238797	1.29515	0.23126	0.763205
AKR7A2	19638640	1.13079	0.684093	0.9074415
ALAS1	52232098	1.80932	2.12764	1.96848
ALDH1A3	101419896	1.12367	0.804135	0.9639025
ALDH1B1	38392660	1.20047	1.71204	1.456255
ALDH1L2	105478341	0.309816	1.79992	1.054868
ALDH5A1	24495196	1.42016	2.50612	1.96314
ALDH7A1	125931082	2.22658	2.06131	2.143945
ALDH9A1	165667900	0.695348	0.646059	0.6707035
ALDOC	26903951	0.996819	0.495878	0.7463485
ALG10B	38710556	1.3239	0.830445	1.0771725
ALG10	34175215	4.9142	3.4991	4.20665
ALG5	37573504	1.14919	1.06049	1.1048399999999998
ALG6	63833260	2.52218	2.53978	2.53098
ALG8	77850699	6.10966	4.12104	5.115349999999999
ALKBH2	109531293	0.658454	0.262416	0.460435
ALKBH4	102105321	0.353935	0.377249	0.36559200000000003
ALKBH5	18086866	0.866825	0.573141	0.719983
ALKBH8	107436461	0.45795	0.637363	0.5476565
ALMS1	73612885	2.70838	3.65786	3.1831199999999997
ALOX12	6899383	0.0105335	0.0185784	0.014555949999999998
ALPK2	56296189	0.360575	0.309827	0.33520099999999997
ALX1	85674035	3.27421	4.6306	3.952405
AMACR	34008220	1.07125	0.699759	0.8855045
AMD1	111195986	5.64127	4.51578	5.078525
AMER1	63425624	0.319549	0.248052	0.2838005
AMMECR1	109561380	0.701066	0.342983	0.5220245
AMOTL1	94501507	0.492022	0.475869	0.48394550000000003
AMOTL2	134093427	12.5703	10.9791	11.7747
AMY2B	104097265	0.545264	0.321422	0.433343
AMZ2	66244144	0.696648	0.755065	0.7258565
ANAPC2	140083057	0.946966	0.875063	0.9110145000000001
ANAPC4	25378847	0.795424	1.6219	1.208662
ANAPC5	121790265	1.44897	2.48234	1.9656550000000002
ANGEL1	77279283	0.552706	0.271316	0.412011
ANGPTL4	8429010	0.925274	0.918974	0.9221239999999999
ANKDD1B	74907300	0.120605	0.157456	0.1390305
ANKEF1	10015646	2.58522	1.84296	2.21409
ANKIB1	91875547	1.46123	1.39662	1.428925
ANKLE2	133338474	9.35959	9.32011	9.33985
ANKMY2	16685442	3.58203	4.77512	4.178575
ANKRA2	72861511	3.51403	2.92219	3.2181100000000002
ANKRD13A	110437234	0.45385	0.531361	0.4926055
ANKRD23	97509758	0.335232	0.429118	0.382175
ANKRD33B	10564434	3.20222	2.22926	2.7157400000000003
ANKRD37	186317839	0.47073	0.880461	0.6755955
ANKRD40	48785270	1.71645	1.77118	1.7438150000000001
ANKRD49	94227152	2.06392	2.20445	2.134185
ANKRD52	56652143	2.51689	15.5568	9.036845
ANKRD53	71205574	0.45171	0.00224038	0.22697519
ANKRD54	38240353	0.288684	0.349157	0.3189205
ANKS1A	34857037	0.323039	0.713236	0.5181375
ANP32A	69113261	2.74536	2.24108	2.49322
ANP32B	100745488	3.0374	2.28618	2.66179
ANXA3	79472741	1.06134	1.04012	1.05073
ANXA5	122618147	4.55804	2.61367	3.585855
ANXA7	75173843	1.36609	2.13491	1.7505000000000002
ANXA8L1	47746849	1.18574	1.73958	1.46266
AOC2	40996599	1.15846	0.826511	0.9924855
AP1G1	71842976	5.41672	3.55151	4.484115
AP1M1	16308664	0.621979	2.33512	1.4785495
AP1M2	10697991	0.410316	0.530715	0.47051550000000003
AP1S1	100797685	15.7589	1.67186	8.71538
AP2A1	50270179	1.61327	1.20835	1.4108100000000001
AP2A2	925808	1.72692	1.51754	1.62223
AP2B1	33914281	12.6785	13.7866	13.23255
AP2M1	183892633	4.408	1.67708	3.0425400000000002
AP3M2	42010463	0.868531	1.36119	1.1148605
AP3S1	115177302	0.915491	1.07184	0.9936655
AP3S2	90437617	1.54428	1.79196	1.66812
AP4E1	51200868	1.44675	1.25036	1.348555
AP4M1	99699129	0.212596	5.54903	2.880813
AP5B1	65548062	0.357353	0.254178	0.3057655
AP5M1	57735605	3.43165	3.37401	3.40283
AP5S1	3801170	2.32562	1.07354	1.6995799999999999
APAF1	99039077	3.02517	2.59015	2.8076600000000003
APBA3	3761673	0.251515	0.23569	0.2436025
APBB3	139944189	0.549583	0.995615	0.772599
APC	112043201	0.980679	0.813442	0.8970605
APEH	49711434	1.19475	0.750966	0.972858
APEX2	55026755	0.987501	1.17297	1.0802355000000001
APH1A	150241609	5.61204	18.3879	11.99997
APH1B	63569748	1.06187	4.66898	2.865425
API5	43333504	4.97811	4.2216	4.599855
APIP	34937958	10.8078	4.45991	7.6338550000000005
APITD1-CORT	10490803	0.277972	0.31611	0.297041
APMAP	24973425	2.12579	3.61963	2.8727099999999997
APOBEC3B	39378403	1.56739	0.874009	1.2206995
APOBEC3C	39410264	3.1834	1.78408	2.48374
APOBEC3D	39417117	0.273525	0.220736	0.2471305
APOL2	36635689	4.05048	3.60443	3.827455
APOL6	36044423	0.293908	0.216406	0.25515699999999997
APOLD1	12878850	0.706521	0.379599	0.54306
APPBP2	58603601	2.06984	1.40155	1.7356950000000002
APPL1	57261764	1.10726	9.07156	5.08941
AQR	35261995	11.8035	14.4676	13.135549999999999
ARAP1	72433403	0.916551	1.05549	0.9860205
ARCN1	118443101	3.13576	2.42773	2.781745
AREL1	75179807	3.15555	1.70373	2.42964
ARF3	49351252	3.67332	2.09507	2.884195
ARF4	57583215	2.50173	1.89983	2.20078
ARF5	127228405	4.89516	7.60478	6.249969999999999
