AAAS	53715412	3.74621	1.70296	2.7245850000000003
AACS	125549912	0.422125	0.673512	0.5478185
AAGAB	67547074	1.38548	1.80305	1.594265
AAK1	69870977	0.610684	0.849223	0.7299534999999999
AAMP	219134932	2.0292	2.0761	2.05265
AARS2	44281063	1.32097	1.06434	1.192655
AARSD1	41116515	2.31466	2.42252	2.36859
AASDHPPT	105948291	1.75593	2.09904	1.927485
AATF	35306174	1.93254	3.40345	2.667995
ABCA1	107690527	0.681087	0.798788	0.7399375
ABCA5	67311774	1.16519	0.902346	1.033768
ABCB10	229694442	1.98377	0.247108	1.115439
ABCB6	220083712	1.61289	1.72971	1.6713
ABCB7	74376175	0.9194	1.26976	1.09458
ABCB8	150725508	15.1568	9.84602	12.50141
ABCC1	16043433	7.23306	5.91877	6.575915
ABCE1	146019155	12.0761	11.3556	11.71585
ABCF3	183903862	2.68039	1.71303	2.19671
ABCG2	89080011	4.79893	5.42759	5.11326
ABHD10	111697722	3.96516	3.98871	3.976935
ABHD13	108870762	3.108	2.70162	2.9048100000000003
ABHD14A-ACY1	52009041	0.0188381	0.0120048	0.01542145
ABHD14B	52008646	0.693516	3.40662	2.050068
ABHD17A	1885518	1.52765	0.91421	1.22093
ABHD1	27346656	0.742513	0.16014	0.45132649999999996
ABHD4	23067146	5.22693	4.02741	4.62717
ABHD5	43732374	0.809681	0.69613	0.7529055
ABHD8	17414282	0.045688	0.0226356	0.0341618
ABI1	27150016	1.14261	1.20179	1.1722
ABI3BP	100712334	0.0120417	0.0084608	0.01025125
ABT1	26597170	15.5053	13.5266	14.51595
ABTB2	34379555	2.94201	3.56957	3.25579
ACAA1	38178733	2.56563	2.32254	2.4440850000000003
ACAA2	47340251	0.495348	0.75032	0.622834
ACAD11	132378975	0.535591	0.92784	0.7317155
ACAD9	128598332	1.44381	1.5131	1.4784549999999999
ACADM	76190031	1.20453	1.55342	1.378975
ACAP1	7239847	1.17712	0.680818	0.9289689999999999
ACAT1	107992257	1.29004	1.24765	1.268845
ACBD3	226374423	1.56865	2.12443	1.84654
ACBD6	180472022	2.31117	2.5808	2.4459850000000003
ACD	67694718	3.25512	2.42448	2.8398
ACER3	76571916	0.516538	0.565568	0.541053
ACIN1	23540779	8.40511	1.80175	5.10343
ACO2	41865128	1.06037	0.741579	0.9009745
ACOT1	74003927	0.00382475	0.00594876	0.004886755
ACOT2	74035762	1.4873	10.7444	6.11585
ACOT8	44486048	0.818938	0.962346	0.890642
ACOX3	8442452	0.783203	0.901672	0.8424375
ACPT	51293671	0.426605	0.377686	0.40214550000000004
ACRBP	6756580	0.0410999	0.0373682	0.03923405
ACSL3	223725731	7.90158	12.2104	10.05599
ACTA2	90751154	1.32014	1.60976	1.46495
ACTL6A	179280667	0.769294	0.989058	0.879176
ACTN1	69446083	9.67126	9.38633	9.528794999999999
ACTR10	58666832	1.01632	1.29628	1.1562999999999999
ACTR1A	104262512	1.32932	1.45061	1.3899650000000001
ACTR1B	98280561	1.19391	1.41411	1.30401
ACTR2	65454828	12.6218	10.2195	11.42065
ACTR3B	152456833	0.601498	1.02988	0.8156889999999999
ACTR6	100594554	2.90912	3.36846	3.13879
ACTR8	53916229	1.82543	2.29219	2.0588100000000003
ACY1	52017299	3.38581	2.1412	2.7635050000000003
ADAM10	59042177	8.16501	8.70532	8.435165000000001
ADAM20	71001732	0.508576	0.488992	0.498784
ADCK2	140372952	0.160234	0.145692	0.152963
ADCY10	167883464	0.310752	0.29261	0.301681
